name,latitude,longitude,醤油,豚骨,味噌,塩,つけ麺,家系,二郎系,担々麺,魚介,油そば,まぜそば,ちゃんぽん,鶏白湯
麺屋宗 肉そば総本店,35.75936191538754,139.6906114500733,10,0,0,11,7,1,0,0,0,2,7,0,0
めん屋 高樹,35.75588154745614,139.6959436674757,12,2,3,12,6,0,0,0,3,0,0,0,18
ラーメン武蔵家 HANARE,35.77760513861155,139.63059028545314,12,6,0,3,0,22,0,0,0,0,0,0,0
百麺 中山道店,35.7510941386537,139.7101066851296,5,12,3,2,3,8,0,0,0,0,0,0,0
武蔵家 板橋店,35.75824353864408,139.69410868521302,6,11,0,2,0,26,0,0,0,0,0,0,0
モモジロウショウテン,35.749305503768795,139.70724358734742,13,0,8,17,9,1,0,0,0,0,0,0,0
武蔵家 大山,35.74886271361922,139.70382389173966,7,13,0,2,0,15,0,0,0,0,0,0,0
喜多方屋 本店,35.749834338655745,139.71398758511415,21,1,4,2,0,0,0,1,1,0,0,0,1
一笑らーめん,35.77173081386009,139.63967899941062,3,12,5,21,3,0,0,0,0,0,0,0,0
究極ジェイズラーメン,35.78629619437359,139.67114043814695,6,6,0,10,16,1,0,0,8,0,0,0,0
頑者製麺所 エキア成増店,35.777593957864745,139.63293734491003,7,6,3,2,19,0,0,0,7,0,0,0,0
拉麺 アイオイ,35.77714242454584,139.68551466582505,11,0,10,0,0,0,0,0,0,0,0,0,0
めんや宮田,35.75673739028732,139.70172814767093,34,1,13,0,9,0,0,0,1,0,0,0,0
麺処 きらく,35.772139050834,139.6684677008271,6,6,12,3,4,8,0,0,0,0,0,0,0
まつおぶし,35.75515186613274,139.69381693325246,2,6,3,4,11,0,0,0,9,0,0,0,0
時ちゃんラーメン,35.75107702249359,139.69371907343407,1,0,5,3,13,0,0,14,0,0,0,0,0
破天荒,35.74956950406914,139.71523846677403,4,0,2,1,1,0,0,35,0,0,0,0,0
ハートレストラン 安ざわ家,35.766110875863106,139.67242598297366,22,0,1,2,0,0,0,0,0,0,0,0,0
宮本太郎。,35.76466003863397,139.6751783852911,7,0,39,7,0,0,0,0,0,0,0,0,0
ラーメン 豚嵐,35.7855691743588,139.6782648799361,4,2,0,2,5,0,10,0,0,0,1,0,0
らうめん 麺坊,35.76946720258915,139.70532226307594,7,4,5,2,9,0,0,0,12,0,0,0,0
中華そば なりたや,35.75492903865101,139.70927358516892,5,1,0,8,1,0,0,0,6,0,1,0,0
リッキーズ,35.76508764544057,139.7038573086056,8,4,0,0,3,1,0,0,0,1,1,0,0
家系ラーメン 丸武家,35.768897905413965,139.6625591740912,6,9,0,1,2,23,0,1,0,0,0,0,0
花木流味噌 成増総本店,35.777855562263355,139.63097444032877,0,1,67,0,0,1,0,0,0,0,0,0,0
ラーメン緑山,35.78073474622878,139.66549810724558,6,1,0,2,7,0,8,0,0,0,0,0,0
らーめん 松信 志村坂上駅前店,35.77577498998761,139.69679045899747,8,5,0,3,0,0,17,0,0,0,0,0,0
いのこ 赤塚店,35.77127053861858,139.64002948538254,8,5,8,12,9,8,0,0,0,3,0,0,3
麺屋 喜楽明人,35.75995093863913,139.6819851852388,0,0,0,5,2,0,0,0,0,0,0,0,0
博多とんこつラーメン わ蔵  板橋本店,35.74870663865806,139.71898988509926,7,37,2,3,0,1,0,0,0,0,0,0,0
珍珍珍 高島通り店,35.78470963862398,139.68380288548758,12,10,1,0,3,10,0,0,0,2,1,0,0
徳丸家,35.76895759449501,139.66102735411607,7,9,0,0,0,21,1,0,0,0,0,0,0
太麺 太郎,35.75572307151321,139.68680887786027,0,0,35,1,19,0,1,0,1,0,0,0,0
中華 珍来麺工房,35.785059238622495,139.67980078549425,6,1,2,7,3,0,0,1,0,0,0,0,0
煮干し中華そば にいぼし,35.766233613091316,139.67085610770062,7,0,12,6,0,0,0,0,0,0,0,0,0
東京ラーメン 大番 上板橋店,35.7636950386352,139.67712228528,4,2,1,2,10,0,0,0,0,0,0,0,0
東京ラーメン大番 下赤塚店,35.77007691305652,139.64477198592058,17,15,2,6,9,1,0,0,0,0,0,0,0
ラーメン 豚翔,35.76952880304529,139.70190893260568,8,2,14,0,1,0,5,0,0,2,0,0,0
頂,35.75635067578214,139.69662136737136,7,2,0,0,6,0,0,0,8,0,0,0,0
ジロー’S テーブル 東武練馬南口店,35.768439338627545,139.66251938533816,9,0,2,0,0,0,0,0,0,0,0,0,0
麺や 宝龍,35.782931859278804,139.68860469819762,5,3,20,2,4,0,0,1,0,0,0,0,0
新 無極,35.786068138619385,139.67205598550953,1,16,4,4,0,1,0,0,0,0,0,0,0
丸福,35.7771390692987,139.68794322937316,14,0,0,5,0,0,0,0,0,0,0,0,0
光,35.748155270684634,139.71866158093195,1,1,1,12,7,0,0,0,1,0,0,9,0
めん屋 かみいた,35.76249131056299,139.67514814577194,15,18,1,0,2,24,6,1,2,0,0,0,0
中華そば 武川,35.75839254220037,139.68875498221811,4,0,0,1,5,0,0,0,4,0,0,0,3
麺処 古武士 板橋前野町店,35.77020908847709,139.69061011742733,3,3,2,0,24,0,0,0,7,2,1,0,4
濱虎家 成増店,35.77750583861203,139.63189488545123,8,1,0,4,0,12,1,0,0,0,0,0,0
つけ麺　きくちゃん,35.75230803405389,139.7114605988832,4,1,5,0,44,0,0,0,5,0,0,0,0
らあめん花月嵐 志村店,35.779439538629006,139.68906148543064,6,2,0,5,0,0,1,0,0,0,0,0,0
剛力ダルマ家,35.76834532633653,139.70235644992886,15,16,0,1,0,20,0,0,0,0,0,0,0
香味屋,35.7623984386462,139.70909958524447,13,1,3,6,5,0,0,0,2,0,0,0,0
らあめん みそはち,35.78555890441841,139.6786506817015,1,0,43,4,7,0,0,0,0,0,0,0,0
龍神,35.75833450233293,139.68929771759406,0,4,3,1,7,2,0,3,1,0,0,0,0
博龍,35.7542621970945,139.69141384045773,3,0,2,3,0,0,0,2,0,0,0,0,0
喰麺家 冬馬,35.77853002393777,139.69970175703435,0,0,0,0,0,0,0,0,0,0,0,0,0
味噌一 常盤台店,35.758382738644165,139.69467908521403,0,0,43,0,1,0,0,0,2,0,0,0,0
東京ラーメン大番  桜川店,35.7603336927156,139.67465020117496,5,14,4,2,5,0,0,0,0,0,0,0,0
まるげん,35.76892783864039,139.70381408531415,0,0,0,0,0,0,0,0,0,0,0,0,0
麺や天鳳 中板橋店,35.75669755501353,139.69501204061035,0,0,0,0,0,0,0,0,0,0,0,0,0
麺屋 海道,35.74863746304191,139.71990451106126,1,0,4,0,17,0,0,0,1,5,0,0,0
らーめん 安べえ,35.7796400615297,139.68163364744507,8,1,7,38,6,0,0,0,1,0,0,0,0
スパイス・ラー麺 卍力 西葛西店,35.66586063875493,139.85797588416503,0,0,2,2,2,0,0,0,1,0,0,0,0
大島,35.67958093875004,139.86998028429517,1,0,38,1,0,0,0,0,0,0,0,0,0
ラーメン二郎 小岩店,35.73493200390012,139.8800398984138,14,1,0,3,0,0,2,0,0,0,0,0,0
ラーメン二郎 環七一之江店,35.6840902524945,139.88191486132303,7,0,0,1,0,0,1,0,0,0,0,0,0
ちばき屋,35.66232746425182,139.8752736370968,20,1,0,9,0,0,0,0,3,0,0,0,0
心の味製麺 平井店,35.70854363872283,139.84228588460715,0,7,0,2,17,0,0,0,14,0,1,0,0
鼈,35.73301836205185,139.88246478513486,1,1,0,16,37,0,0,0,13,0,0,0,0
まる政,35.710713438721726,139.84313458462844,10,3,0,1,8,0,0,3,2,0,0,0,0
宝来軒,35.66989367902373,139.87447421593131,1,6,1,1,0,0,0,0,5,0,0,27,0
麺 えどや,35.73134263872073,139.88116028481016,7,4,0,1,3,0,0,0,3,0,0,0,0
横浜家系ラーメン 作田家,35.735512270403476,139.88294768576137,6,9,1,0,0,24,0,0,0,0,0,0,0
らーめん勝,35.70336043874536,139.90268498451243,14,6,4,1,0,0,0,0,0,1,1,0,0
やなか草,35.70791043872309,139.8418383846011,12,1,2,7,0,0,0,0,1,1,0,0,0
巓,35.66687013876096,139.8788880841603,5,7,0,3,0,20,0,0,0,0,0,0,0
麺屋 清水,35.7356394343357,139.88038928127028,1,2,0,5,5,0,0,0,13,0,0,0,0
おとど食堂 葛西店,35.662119986604,139.87528281255402,3,2,4,7,2,2,0,0,0,0,0,0,0
らーめん からしや 葛西本店,35.66656753875886,139.8717270841625,1,1,0,1,5,0,0,0,1,9,2,0,0
江戸川ヌードル 悪代官,35.723136338725716,139.88044238472781,5,8,0,1,8,0,2,0,2,0,0,0,0
麺屋永吉 花鳥風月,35.66604003875933,139.87211558415692,0,0,0,1,30,0,0,0,2,0,9,0,0
東京タンメン トナリ 西葛西店,35.663949038757096,139.86094008414364,1,1,8,1,0,0,0,0,0,0,0,0,0
味噌らーめん 仙,35.733527438719065,139.88028368483288,1,1,72,4,2,0,0,0,0,0,0,0,0
麦処 八と丁,35.683724736612405,139.88194793096116,21,0,0,12,7,0,0,0,4,0,0,0,0
駅ラーメン 深だし中華そば,35.70659863872407,139.84227978458748,5,0,0,5,3,0,0,0,4,0,0,0,0
らーめん とうかんや,35.700996638738744,139.87718718450645,14,0,0,5,4,0,0,0,6,0,0,0,0
麺処 八木屋,35.71147619206069,139.86486112784635,4,0,8,1,20,0,0,0,2,0,0,0,0
麺や 多久味,35.686862138743436,139.86375408437308,4,2,4,5,21,0,0,0,4,0,1,0,0
葫,35.66701643875918,139.87359848416574,7,2,10,19,10,0,0,0,0,0,0,0,0
麺屋 武士道 本店,35.73322093872008,139.88290888482794,12,14,0,8,7,3,2,0,5,0,0,0,0
ラーメンの王様 本店,35.67072043875067,139.85430888421666,6,1,2,8,0,0,0,0,0,0,0,0,0
赤丸,35.713501480589734,139.86197571867575,0,0,0,0,0,0,0,1,0,0,0,0,0
若竹,35.73584463871842,139.88290688485444,1,3,7,4,4,0,0,0,2,0,0,0,0
喜多方食堂 磯崎,35.675486938749145,139.85898848426152,20,0,7,1,0,0,0,0,3,0,0,0,0
光そば,35.69143253496163,139.89851869987945,4,4,0,1,7,0,11,0,9,0,0,0,0
麺屋 辛じろう,35.70682483872331,139.84036618459112,0,0,16,0,4,0,0,21,0,0,0,0,0
二代目TATSU,35.666552138761325,139.87941278415695,4,5,6,9,1,0,0,9,2,4,0,0,0
超こってりラーメン つばめ,35.70748427598742,139.84204098463022,5,1,8,1,1,0,0,0,1,1,0,0,0
自家製麺 ご藤,35.73344593871983,139.88253188483046,5,3,0,5,0,0,0,0,0,0,1,2,0
ひろや,35.66376753876124,139.8736026841329,8,0,44,2,12,0,0,0,1,10,0,0,0
たかし屋  西葛西店,35.66401508526562,139.86073032277187,8,4,0,5,0,15,1,0,0,0,0,0,0
豚骨一燈 アリオ葛西,35.652242809055814,139.88096862844415,4,17,1,1,13,0,0,0,15,0,0,0,2
藤井屋 船堀店,35.68376885258401,139.8634130793586,2,0,0,5,0,0,0,0,0,0,0,0,0
福福中華そば,35.73049742071184,139.88108131639555,2,0,0,4,0,0,0,0,0,0,0,0,0
チドリ,35.70813534213494,139.84345361511245,2,0,2,1,1,0,0,0,0,15,18,0,0
ヨシベー 西葛西,35.66480507751262,139.8602698683054,5,12,2,6,0,5,0,0,4,0,0,0,0
麺家大勝軒 葛西店,35.66823857751506,139.87084676836034,11,2,10,14,7,0,0,0,6,0,0,0,0
大勝軒,35.66109644989941,139.87327497087497,11,3,24,7,8,0,0,0,2,0,0,0,0
麺屋 雄,35.68975313874763,139.882702984389,17,8,7,9,9,0,0,1,7,0,0,0,0
らーめん朝日堂,35.66485193875651,139.86092778415272,10,0,3,6,1,0,0,2,1,0,0,0,0
だるま家２ 葛西店,35.66428027921148,139.87345758689722,13,8,1,10,2,25,0,0,0,0,0,0,0
節骨麺 たいぞう 葛西店,35.6634478284634,139.87117975884257,2,10,0,0,4,1,0,0,13,0,0,0,0
かづ,35.71972637617488,139.87821325021167,4,3,12,4,0,0,0,0,1,0,0,0,0
らーめん ほくしん  江戸川大杉店,35.70997827409888,139.8794685947758,6,5,12,11,0,0,0,0,1,0,0,0,0
ハッスルラーメンホンマ 篠崎店,35.7017784387454,139.8996593844986,6,5,3,2,16,0,0,0,4,0,0,0,0
らーめん殿,35.742966738714266,139.88404818492558,5,0,10,13,2,0,0,0,3,0,0,0,0
味仙館,35.65115433876874,139.87195978400666,2,0,12,2,0,0,0,0,0,0,0,0,0
麺や えいちつー,35.665120803493004,139.86091136793786,8,6,0,2,0,0,0,0,1,1,0,0,0
町田商店 小岩店,35.73602143872169,139.89352328484875,4,2,0,3,1,12,0,0,0,0,0,0,0
だるま家,35.67908597797217,139.86099932876175,5,5,6,8,0,13,0,0,0,0,0,0,0
麺屋 五十六,35.68850984299264,139.9014369254205,2,0,6,13,2,0,0,2,0,0,9,0,2
三都屋,35.73734383871983,139.89029138486438,4,1,1,3,32,0,0,0,6,0,0,0,0
らーめん はなぶさ,35.66944480378302,139.86091631991823,5,0,2,2,2,0,0,0,0,0,0,0,0
めん屋 そら 江戸川中央店,35.70610643873479,139.8749576845596,33,0,1,14,4,0,0,0,2,0,0,0,0
麺や むこうぶち 船堀店,35.68462486937376,139.86325499751916,14,8,27,4,5,0,0,0,1,0,0,0,0
中華そば 亜熱帯,35.71976659427665,139.89094580203383,4,0,4,2,2,0,0,0,0,0,2,0,0
らーめん大 平井店,35.707110238723246,139.84070508459376,5,1,0,1,0,0,12,1,0,7,1,0,0
貝だしらぁ麺と鶏白湯らぁ麺 ふじを,35.652984103444915,139.88009783329974,9,0,1,9,1,0,0,0,0,0,1,0,9
ラーメン若,35.6650319387557,139.8587573841561,5,0,0,8,0,0,0,0,0,0,0,0,0
らーめん 北斗 一之江店,35.68412763874819,139.87321598433883,4,0,4,4,0,0,0,0,0,0,0,0,0
香味屋,35.69242693874111,139.86750588442666,1,0,0,1,0,0,0,0,0,0,0,0,0
舎鈴 西葛西店,35.665336582055495,139.85909706423635,2,1,0,0,21,0,0,1,5,0,0,0,0
煮干しらーめん ゲン,35.66448185863679,139.85991696233884,1,7,1,4,2,0,0,0,1,0,0,0,0
まぜそば専門店 縁,35.665913538755156,139.858745984165,1,4,0,1,2,0,0,8,0,18,15,0,0
耶曼牛肉面,35.73206097688018,139.88317615902386,3,0,0,2,0,0,0,0,0,0,0,0,0
芙蓉,35.73245136372033,139.89168325675834,0,0,0,0,0,0,0,0,0,0,0,0,0
ラーメン トンボーン,35.732893783376646,139.88482492802652,0,0,0,0,0,0,0,0,0,0,0,0,0
麺屋一燈,35.71888805137384,139.85766555084945,5,0,2,10,30,0,0,0,25,0,0,0,6
つけ麺 道,35.76790317485182,139.84682308345842,3,2,2,16,50,0,0,0,3,0,0,0,0
鴨出汁中華蕎麦 麺屋yoshiki,35.71901221371604,139.8581782803284,21,0,0,23,14,0,0,0,1,0,0,0,0
ラーメン燈郎,35.71791633872201,139.85842488469046,4,3,1,2,4,0,15,0,2,1,0,0,0
ラーメン 三浦家,35.768776138693845,139.87141178519514,6,6,0,4,0,21,0,0,0,0,0,0,0
たいせい,35.767981538687394,139.8495609852024,16,1,12,16,3,0,0,0,3,0,9,0,0
中華そば 一颯,35.714231967287695,139.86250675205164,4,0,5,4,1,0,0,0,0,0,0,0,0
道の塩,35.76793150508213,139.84681891583386,0,8,0,53,35,0,0,0,6,0,0,0,1
仙臺自家製麺こいけ屋 分店 綠栽,35.71576233872442,139.86165588466648,10,5,0,12,0,0,0,0,7,0,0,1,0
和歌山ラーメン まる岡,35.76776883868642,139.84608498520274,11,29,5,4,7,2,0,0,0,0,0,0,0
麺道わがまんま,35.770913853673136,139.8723158276715,18,3,0,5,3,0,0,0,1,0,0,0,1
純,35.738722750975796,139.8506060572472,16,2,0,3,0,1,0,0,1,0,5,0,0
麺心 國もと,35.751378938703745,139.86779548502196,4,0,0,9,16,0,0,0,5,0,1,0,0
自家製麺 啜乱会,35.71550963872412,139.86022728466494,10,0,9,15,0,1,0,1,1,0,2,0,0
中華そば 敦,35.76916453868632,139.8484939852151,3,0,15,19,3,0,0,0,0,0,0,0,0
成竜,35.72067533872051,139.85920338471783,1,24,0,1,0,0,0,0,1,0,0,0,0
らーめん 味噌ガッツ,35.747243323916344,139.8401659764366,1,0,57,1,0,0,0,0,0,0,0,0,0
かいざん 新小岩店,35.717048538723,139.85975598468082,3,12,7,4,1,1,0,0,0,1,0,0,0
ラーメン　○菅,35.767393274594156,139.849410947569,1,1,1,1,3,1,17,0,0,0,4,0,0
麺屋なごみ,35.74672163870284,139.8556419849834,10,0,4,31,2,0,0,0,2,0,0,0,2
つけ麺 陽,35.74840363869266,139.82704468502044,0,2,5,14,30,0,0,1,3,0,5,0,0
たん担めん麺 炎真,35.7664111510365,139.84904546758517,0,0,2,0,0,0,0,33,0,0,0,0,0
めん処 倖佳,35.74049573870457,139.8486754849254,10,0,12,12,5,0,0,0,1,0,0,0,1
支那麺 はしご 新小岩店,35.71571903872408,139.86051168466687,0,0,0,0,0,0,0,16,0,0,0,0,0
ラーメン大 堀切店,35.74853753869261,139.82714748502175,4,3,1,4,4,0,5,0,0,5,0,0,0
麺・粥 けんけん,35.737838061673294,139.84707333581633,5,0,9,2,3,0,0,0,1,0,0,0,0
肉玉そば おとど 亀有店,35.76929917363374,139.8489406211005,5,4,5,2,0,0,0,0,0,0,1,0,0
ラーメンショップ 堀切店,35.755127638688634,139.8278229850878,7,4,2,7,1,4,0,0,0,1,0,0,0
まんまる,35.735175838703704,139.83534418488102,10,3,5,11,20,0,0,2,6,0,1,0,0
こってりらーめん せきやけ,35.717816638721835,139.85765888469004,7,0,7,8,0,0,0,0,0,0,0,0,0
らーめん 一辰,35.76483173868882,139.8477089851719,13,0,0,34,3,0,0,0,0,0,0,0,0
ラーメン 輝,35.76620173868846,139.8493325851846,2,1,47,3,7,1,1,0,1,0,0,0,0
JOMA,35.74910890563356,139.85305744831416,4,1,5,6,1,0,0,0,0,0,0,0,0
せきぐちラーメン 東金町店,35.773200838692986,139.87753198523552,3,0,0,4,4,0,0,0,0,0,0,0,0
麺工房ぜん,35.74654618151807,139.8563696628196,8,7,0,1,14,0,0,2,0,0,0,0,0
一力,35.74065085765555,139.8494368989055,0,5,11,4,1,0,0,0,0,0,0,0,0
ラーメン むねや,35.718329015137385,139.8617094074133,3,1,0,4,3,0,9,0,0,0,4,0,0
超ごってり麺 ごっつ 新小岩店,35.71828483872167,139.85807918469445,7,4,9,1,10,3,0,0,1,0,0,0,0
鶏白湯そば ひまり,35.75009473869566,139.83982038502856,4,3,0,9,0,0,0,0,8,0,0,0,24
北海道ラーメン さつほろ,35.76986084206469,139.8683837027167,4,0,44,5,0,0,1,0,0,0,0,0,4
麺道六善,35.762492638691725,139.8522178851451,13,1,1,50,0,0,0,0,4,0,3,0,0
鶏白湯らーめん自由が丘蔭山 アリオ亀有店,35.763545938691244,139.85278588515533,2,0,9,18,0,0,0,4,0,1,8,2,37
メンヤ シモヤマ,35.73515358209491,139.8604290168936,21,0,0,22,0,0,0,0,1,6,0,0,0
北海道らーめん　ひむろ 綾瀬店,35.76174844163474,139.82440800618113,4,2,42,4,5,0,0,0,0,0,0,0,0
らーめん 志,35.766265562493345,139.8462654273926,8,0,0,22,7,1,0,2,1,0,0,0,27
麺屋 綴,35.77109573869142,139.86839908522066,12,0,0,21,0,1,0,0,1,0,0,0,10
カツシカン!,35.7716850933883,139.8684983314276,1,6,0,1,18,1,1,0,8,0,1,0,0
中華料理 五十番 新小岩,35.7158110387244,139.86164958466696,4,0,2,2,0,0,0,0,0,0,0,0,0
成竜 平和橋通り店,35.72489320972192,139.85109887812902,1,16,0,1,0,0,0,0,0,0,0,0,0
豪麺 マルコ,35.76993862326867,139.86905614328936,5,1,9,5,2,0,11,0,0,0,9,0,1
麺屋 とく世い,35.71705160495763,139.85902941102322,2,1,2,1,14,3,0,0,1,5,27,0,0
麺屋 いち,35.75605753868806,139.82786678509717,4,10,3,1,0,0,0,0,0,0,0,0,0
純鶏soba煌,35.746767638703304,139.85720758498277,0,0,0,0,11,0,0,0,0,2,1,0,13
つけめん。福倉,35.75661863870327,139.8767588850686,2,1,0,0,9,0,0,0,8,3,0,0,1
せきぐちラーメン 末広店,35.7681812386924,139.86567698519315,7,0,5,9,0,0,0,0,0,0,0,3,0
栄光軒,35.7682906808186,139.84953756240196,1,0,3,3,1,0,0,0,0,0,0,0,0
金町商店,35.76995523869316,139.8715863852069,7,8,0,3,1,18,0,0,0,0,0,0,0
らーめん 馬鹿珍,35.74668971520742,139.83691349426584,0,1,1,6,0,0,0,0,0,0,0,0,0
札幌ラーメン　どさん子 亀有南口店,35.76483513868838,139.84637918517288,3,0,34,3,0,1,0,0,0,0,0,0,0
四川,35.756430460601216,139.87562344203855,1,0,1,4,0,0,0,0,0,0,0,0,0
焼豚ラーメン 三條 葛飾店,35.74842533869266,139.82709368502063,8,0,0,1,1,0,0,0,0,0,0,0,0
宣,35.75308641580722,139.87802617423557,1,13,0,0,9,0,0,0,13,0,2,0,0
ramen club トトノエ,35.76994436934979,139.86891957938266,36,1,0,4,46,0,0,0,3,0,0,0,0
四つ木5丁目ラーメン,35.740549308094316,139.83961660804405,20,5,1,8,0,0,0,0,1,0,0,0,0
らーめん 弁慶 新小岩店,35.71624403872367,139.86029088467228,2,2,2,0,1,0,0,0,0,0,0,0,0
ラーメン屋 トイ・ボックス,35.731156426630385,139.7920662673381,31,0,11,14,0,0,0,0,0,0,0,0,0
Ramen にじゅうぶんのいち,35.74454077192812,139.77293251793213,13,0,4,20,0,0,0,0,4,6,0,0,0
麺酒処 ぶらり,35.72740143868856,139.7722947848467,1,2,1,4,0,0,0,0,1,0,0,0,40
めん処 羽鳥,35.73060933868629,139.7715545848796,11,0,6,2,0,0,0,0,2,0,0,0,0
裏サブロン,35.728398430910666,139.77860334574885,0,0,0,1,28,0,0,0,0,0,0,0,0
えどもんど,35.7337243485011,139.7683320091229,3,0,1,5,0,0,6,0,0,1,0,0,0
麺屋 愛心 町屋店,35.74172773868224,139.78100358498529,2,0,6,0,0,0,0,8,2,0,0,0,0
中国手打拉麺 馬賊 日暮里店,35.728574938687714,139.77196378485877,0,0,0,0,5,0,0,20,0,0,0,1,0
富士松,35.750581223774184,139.75627556762117,17,0,1,36,3,0,0,0,2,0,0,0,0
らーめん三極志,35.73040213868866,139.7785695848725,8,2,5,16,22,0,28,1,0,0,2,0,1
中華そば つけそば 伊蔵八本店,35.732274238683885,139.7673336848994,10,2,5,0,4,0,0,0,4,0,0,0,0
中華そば 虎桜,35.74313173868054,139.77847108500126,14,1,0,2,1,0,0,16,4,0,0,0,0
桃天花,35.73201888970094,139.7793306186564,0,0,0,2,22,0,0,15,1,0,0,0,0
麺家 千祥,35.74328043868124,139.780972685001,3,10,0,4,0,31,0,0,6,0,0,0,0
町屋大勝軒 孤珀,35.743781638679735,139.7772548850087,1,1,13,3,16,0,0,0,4,1,0,0,0
タナカタロウ,35.74925159204295,139.78511962223297,2,1,0,0,19,1,0,2,3,0,0,0,0
まる文,35.74501705096503,139.769559998313,1,3,0,1,32,0,0,0,9,0,8,0,1
しばらく 町屋店,35.74099593868214,139.77924808497914,0,11,0,1,0,0,0,0,0,0,0,0,0
永新,35.74886323867267,139.76517918506843,4,0,0,1,0,0,0,0,0,0,0,0,0
コッテリの塩ラーメン専門店 MANNISH 日暮里,35.73105803868569,139.7706020848848,6,0,0,58,4,3,0,0,0,0,0,0,0
ラーメン シェルター,35.74853486645234,139.7614546761592,12,1,0,14,0,0,0,0,0,0,8,0,6
自家製麺 毘舎利,35.74322076481566,139.7803450186558,4,0,0,1,0,0,11,0,0,0,0,0,0
つけ麺屋　あら田,35.741371779923256,139.7794293464996,14,13,21,2,76,0,0,4,2,0,0,0,0
宗家一条流 がんこラーメン 南千住店,35.734217586658914,139.79770899110247,9,0,0,22,1,0,0,0,1,0,0,0,0
紅吉坊,35.72741103868861,139.77244768484667,0,0,5,0,0,0,0,4,0,0,0,0,0
ラーメン 尹善栄の店,35.732802138684185,139.76930848490335,1,0,16,39,0,0,0,0,1,0,0,0,0
原価堂,35.746887138679654,139.7831815850359,11,10,1,0,0,0,0,0,0,0,0,0,0
天元,35.74472312705956,139.7816581737558,4,3,16,7,27,0,0,0,1,0,0,0,0
横濱家系ラ－メン 馬場壱家 風の陣,35.73218383868396,139.7673805848984,9,14,7,11,2,40,4,0,2,0,0,0,0
長浜や 日暮里店,35.72921517484525,139.7721255127947,3,14,0,5,0,0,0,0,0,0,0,0,0
町屋商店,35.743499738681166,139.78117348500308,11,10,5,5,5,36,1,0,1,0,0,0,0
中華そば 光,35.73251933758597,139.79213369898702,8,2,1,20,1,6,0,0,0,0,0,0,0
天心ラーメン,35.73812263868138,139.7711388849558,5,2,3,1,3,0,0,1,1,0,1,1,0
景虎製麺所,35.72975647781262,139.77052117666744,2,2,0,2,2,0,0,0,2,4,17,0,0
天心ラーメン 日暮里店,35.72882353868969,139.77866468485655,9,1,9,2,3,0,0,0,0,0,6,0,0
らーめん　雲,35.75110623867004,139.76141078509377,0,16,2,3,14,0,0,0,28,4,0,0,1
横浜家系ラーメン檜家 町屋店,35.74163372357232,139.7809878161196,8,12,8,6,1,22,1,5,0,0,0,0,0
むかん,35.6980100386785,139.68207568461304,0,0,3,13,0,1,0,0,1,0,0,0,0
中洲屋台長浜ラーメン初代 健太 東京高円寺本店,35.709115218158736,139.65152367642543,0,13,0,1,0,0,0,0,0,0,0,0,0
メンドコロ キナリ,35.70565453867495,139.6861636846874,22,0,3,3,0,0,0,0,3,1,0,0,1
かしわぎ,35.70428077574426,139.68564717616994,17,2,0,23,0,0,0,0,5,0,0,0,0
食堂七彩,35.72321746602673,139.64393032442595,8,0,5,13,1,0,0,3,1,0,0,0,0
味噌麺処 花道庵,35.72237308146847,139.65251752383284,0,5,69,2,0,0,0,10,1,0,0,0,0
麺屋 はし本,35.71183163866451,139.6657307847641,3,19,0,1,1,0,0,0,22,0,0,0,0
玉 バラそば屋 中野店,35.707827562582686,139.66653748881586,13,10,22,23,2,2,0,0,0,0,0,0,0
無鉄砲 東京中野店,35.72391718949108,139.66418888751565,6,15,1,3,3,1,0,0,6,0,0,0,0
担々麺 ほおずき,35.708536738666645,139.66585198473075,1,0,6,4,0,0,0,26,0,0,0,0,0
麺汁食膳 好日,35.70533952408777,139.68408420167256,12,1,0,2,5,0,0,0,2,0,0,0,0
覆めん 花木,35.70395992513248,139.68269326959745,5,0,0,5,0,0,0,0,1,0,0,0,0
らぁめん ご恩,35.713507562196945,139.65358858048162,3,0,4,47,0,0,0,2,0,0,0,0,0
輝道家,35.71868443865606,139.65284528484236,18,6,1,9,0,40,0,0,0,0,0,0,0
五丁目ハウス,35.70834250323931,139.6662933187187,6,5,0,2,0,25,0,0,1,0,0,0,0
ただいま変身中,35.70904770955099,139.6665202118507,2,0,0,1,0,1,0,1,1,0,0,0,1
横浜家系らーめん 二代目武道家,35.70392863866941,139.66534228468456,6,7,0,0,0,22,0,0,0,0,0,0,0
粉麺小屋,35.69751131353249,139.67498281796662,10,0,3,2,12,0,0,1,3,8,0,0,0
豚野郎,35.70456213867184,139.67425068468472,3,94,1,2,1,0,0,0,0,0,0,0,0
大勝軒 中野,35.703725480475796,139.6653427769039,11,3,0,10,7,0,0,0,5,0,0,0,0
藤丸,35.709559610245286,139.66715013596695,9,0,0,32,32,1,0,0,3,0,0,0,21
煮干しそば 虎愼,35.68671551906231,139.67471083761262,0,0,0,7,6,1,0,0,0,0,0,0,3
東京煮干屋本舗 中野本店,35.7100626386653,139.66469488474698,5,0,1,4,1,0,0,0,6,40,4,0,0
麺尊RAGE 中野 腕刀,35.7087721243204,139.6662564975168,17,0,0,0,2,1,0,0,0,0,2,0,0
二代目えん寺,35.70668113866793,139.66622118471173,1,4,0,1,32,0,0,0,4,0,0,0,0
